,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
39,1695813815728,-0.70214844,0.119140625,-0.04296875,24.8125,-0.875,-103.59375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,39
40,1695813815753,-0.99902344,0.064453125,-0.16699219,95.75,-14.0,-63.96875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,40
41,1695813815805,-0.55078125,0.13769531,-0.22558594,2.5,-103.84375,-44.4375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,41
42,1695813815830,-0.29882812,-0.06347656,-0.31347656,-42.375,-79.1875,-17.09375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,42
43,1695813815880,-1.890625,-0.10449219,-0.2626953,30.1875,-26.3125,11.03125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,43
44,1695813815928,-1.9541016,-0.076171875,-0.9267578,-72.53125,-5.21875,96.65625,-94.8125,8.4375,-51.5,Thingy,Descending stairs,-1,s1862623,,44
45,1695813815955,-1.3525391,0.017578125,0.43847656,-55.875,115.46875,128.28125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,45
46,1695813816004,-0.54296875,-0.3857422,0.41210938,26.84375,30.0,15.84375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,46
47,1695813816029,-1.0322266,0.3466797,-0.1328125,0.21875,-37.96875,-41.03125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,47
48,1695813816079,-1.4746094,0.29003906,-0.01953125,-6.84375,-44.28125,16.90625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,48
49,1695813816180,-0.6484375,-0.001953125,-0.14355469,47.96875,5.65625,-1.40625,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,49
50,1695813816182,-0.70214844,-0.25683594,-0.15527344,29.78125,9.6875,-44.9375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,50
51,1695813816207,-0.98046875,0.07324219,-0.10253906,16.90625,-4.09375,-50.6875,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,51
52,1695813816228,-0.92285156,0.24023438,0.0078125,-18.75,-6.1875,7.5,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,52
53,1695813816283,-0.21875,-0.047851562,0.12988281,-21.625,-6.65625,-14.53125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,53
54,1695813816330,-0.4716797,0.19433594,-0.09082031,9.1875,-27.1875,-53.53125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,54
55,1695813816354,-2.0,0.6171875,-0.25195312,-39.375,22.75,34.84375,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,55
56,1695813816403,-0.9355469,-0.06933594,-0.3486328,29.90625,123.09375,89.53125,0.0,0.0,0.0,Thingy,Descending stairs,-1,s1862623,,56
