# Sensor type: Respeck
# Activity type: Lying down back
# Activity subtype: Normal
# Subject id: s1862623
# Notes: test1
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1695727308824,-0.53466797,0.062683105,0.96380615,-0.5625,0.640625,-0.015625
1695727308864,-0.545166,0.06365967,0.9713745,0.25,1.265625,-0.03125
1695727308926,-0.5456543,0.062194824,0.97161865,0.265625,1.5625,0.015625
1695727308944,-0.5395508,0.06854248,0.9706421,0.921875,1.765625,0.109375
1695727308984,-0.54174805,0.06121826,0.97039795,0.03125,1.015625,-0.234375
1695727309024,-0.54052734,0.054382324,0.9706421,0.1875,1.015625,-0.40625
1695727309063,-0.5437012,0.059265137,0.9725952,0.4375,1.421875,-0.421875
1695727309104,-0.5415039,0.053894043,0.97406006,0.625,1.6875,-0.015625
1695727309144,-0.5354004,0.058288574,0.96673584,0.21875,1.46875,-0.234375
1695727309183,-0.53271484,0.058532715,0.9684448,0.734375,1.59375,-0.203125
1695727309224,-0.5344238,0.05633545,0.96917725,0.984375,1.625,-0.25
1695727309264,-0.5390625,0.058776855,0.9723511,0.171875,0.765625,-0.375
1695727309304,-0.53271484,0.05609131,0.9672241,0.34375,1.25,-0.34375
1695727309364,-0.5354004,0.054382324,0.9750366,0.65625,1.515625,-0.171875
1695727309383,-0.53686523,0.054382324,0.9747925,0.234375,2.25,0.046875
1695727309424,-0.5280762,0.051452637,0.97869873,-0.28125,1.09375,-0.21875
1695727309464,-0.53125,0.05657959,0.963562,-0.828125,0.515625,0.015625
1695727309504,-0.5270996,0.053894043,0.9718628,-1.25,0.1875,-0.09375
1695727309544,-0.5378418,0.06707764,0.9633179,-2.4375,-0.59375,-0.421875
1695727309584,-0.53637695,0.062438965,0.9789429,-1.03125,0.78125,-0.328125
1695727309623,-0.53881836,0.0524292,0.9696655,-0.453125,0.4375,-0.109375
1695727309664,-0.53686523,0.05682373,0.9672241,-1.015625,0.796875,-0.265625
1695727309703,-0.52905273,0.07147217,0.97039795,-0.21875,0.84375,-0.203125
1695727309744,-0.5317383,0.06341553,0.9657593,-1.546875,0.28125,0.015625
1695727309764,-0.5383301,0.061950684,0.96624756,-1.65625,-0.28125,-0.171875
1695727309805,-0.5366211,0.06707764,0.97698975,-0.265625,0.53125,-0.125
1695727309847,-0.5480957,0.058776855,0.97088623,-0.625,1.046875,0.15625
1695727309887,-0.53393555,0.061950684,0.9616089,-0.796875,0.78125,-0.265625
1695727309925,-0.54296875,0.06463623,0.9640503,-0.9375,0.59375,-0.171875
1695727309966,-0.54003906,0.06829834,0.9713745,-0.671875,0.71875,0.03125
1695727310006,-0.5385742,0.06512451,0.9623413,-0.1875,0.609375,0.078125
