,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,sensor_type,activity_type,activity_code,subject_id,notes,ind
60,1695813603362,1.1118164,0.0038452148,-0.75006104,-3.359375,-13.875,22.28125,Respeck,Ascending stairs,-1,s1862623,,60
61,1695813603401,0.8833008,0.4454956,-0.81500244,-21.3125,1.4375,11.0625,Respeck,Ascending stairs,-1,s1862623,,61
62,1695813603436,1.0305176,0.027526855,-0.6021118,-26.015625,5.65625,12.578125,Respeck,Ascending stairs,-1,s1862623,,62
63,1695813603473,0.9445801,-0.39190674,-0.53204346,-37.015625,2.4375,9.734375,Respeck,Ascending stairs,-1,s1862623,,63
64,1695813603524,0.7507324,0.11126709,-0.46221924,-25.625,-2.046875,17.046875,Respeck,Ascending stairs,-1,s1862623,,64
65,1695813603561,0.9355469,0.3414917,-0.29107666,-20.375,4.9375,16.109375,Respeck,Ascending stairs,-1,s1862623,,65
66,1695813603598,1.0996094,0.0028686523,-0.31280518,-21.40625,2.5625,8.421875,Respeck,Ascending stairs,-1,s1862623,,66
67,1695813603636,0.8605957,-0.011291504,-0.15802002,-30.640625,-10.796875,8.34375,Respeck,Ascending stairs,-1,s1862623,,67
68,1695813603674,0.6640625,0.050476074,-0.29986572,-14.078125,-11.890625,5.0,Respeck,Ascending stairs,-1,s1862623,,68
69,1695813603713,0.7302246,0.13128662,-0.28497314,-12.703125,-2.1875,2.671875,Respeck,Ascending stairs,-1,s1862623,,69
70,1695813603761,0.8083496,0.015563965,-0.14361572,-11.546875,4.390625,-0.34375,Respeck,Ascending stairs,-1,s1862623,,70
71,1695813603811,0.9055176,-0.02911377,-0.28546143,-6.96875,0.8125,-3.75,Respeck,Ascending stairs,-1,s1862623,,71
72,1695813603836,1.0136719,-0.05279541,-0.3394165,-4.578125,2.734375,-2.90625,Respeck,Ascending stairs,-1,s1862623,,72
73,1695813603874,1.0849609,-0.04034424,-0.30670166,-9.78125,3.625,10.625,Respeck,Ascending stairs,-1,s1862623,,73
74,1695813603911,1.3256836,0.12249756,-0.29644775,1.03125,-18.578125,16.546875,Respeck,Ascending stairs,-1,s1862623,,74
75,1695813603949,1.109375,0.1083374,-0.6382446,4.25,-6.640625,11.0625,Respeck,Ascending stairs,-1,s1862623,,75
76,1695813603999,0.80981445,0.23822021,-0.3574829,0.015625,-16.171875,15.28125,Respeck,Ascending stairs,-1,s1862623,,76
77,1695813604036,0.8203125,0.44891357,-0.15875244,11.171875,-14.328125,12.25,Respeck,Ascending stairs,-1,s1862623,,77
78,1695813604074,0.9489746,0.2526245,-0.18609619,-18.640625,-20.640625,-5.78125,Respeck,Ascending stairs,-1,s1862623,,78
79,1695813604112,0.9086914,-0.014709473,-0.2756958,5.96875,-6.9375,-12.234375,Respeck,Ascending stairs,-1,s1862623,,79
80,1695813604149,0.8569336,0.13079834,-0.19488525,2.109375,6.234375,0.734375,Respeck,Ascending stairs,-1,s1862623,,80
81,1695813604187,0.9938965,0.11029053,-0.0947876,-0.296875,-1.859375,-0.421875,Respeck,Ascending stairs,-1,s1862623,,81
82,1695813604237,0.79003906,0.0770874,-0.11578369,-4.25,-10.1875,-8.265625,Respeck,Ascending stairs,-1,s1862623,,82
83,1695813604274,0.73583984,0.11956787,-0.081604004,-3.8125,1.5,0.671875,Respeck,Ascending stairs,-1,s1862623,,83
84,1695813604311,0.9460449,0.03729248,-0.12335205,1.8125,-4.890625,4.25,Respeck,Ascending stairs,-1,s1862623,,84
85,1695813604349,0.8859863,-0.032287598,-0.0881958,-15.765625,-5.6875,-2.125,Respeck,Ascending stairs,-1,s1862623,,85
86,1695813604386,0.6936035,0.089538574,-0.051818848,-17.0625,9.1875,-1.140625,Respeck,Ascending stairs,-1,s1862623,,86
87,1695813604423,0.86206055,0.14715576,-0.034240723,5.671875,2.8125,10.0625,Respeck,Ascending stairs,-1,s1862623,,87
88,1695813604474,1.4221191,0.020446777,-0.08282471,6.65625,14.484375,-6.703125,Respeck,Ascending stairs,-1,s1862623,,88
89,1695813604513,1.3798828,0.00579834,-0.36260986,-14.171875,-3.03125,-20.28125,Respeck,Ascending stairs,-1,s1862623,,89
90,1695813604547,1.1206055,0.199646,-0.473938,15.6875,1.875,-5.46875,Respeck,Ascending stairs,-1,s1862623,,90
91,1695813604586,1.2141113,0.3012085,-0.24249268,-47.734375,2.796875,2.78125,Respeck,Ascending stairs,-1,s1862623,,91
92,1695813604640,0.7092285,-0.1182251,-0.3880005,-20.3125,-14.4375,-5.265625,Respeck,Ascending stairs,-1,s1862623,,92
93,1695813604660,0.5749512,0.062683105,-0.31939697,-22.28125,17.765625,2.765625,Respeck,Ascending stairs,-1,s1862623,,93
94,1695813604711,1.0200195,0.27679443,-0.12921143,-14.140625,17.796875,14.0625,Respeck,Ascending stairs,-1,s1862623,,94
95,1695813604748,1.1225586,0.08758545,-0.13555908,-3.9375,-0.390625,-1.609375,Respeck,Ascending stairs,-1,s1862623,,95
96,1695813604786,0.7885742,-0.11065674,-0.2859497,-9.828125,-7.265625,-6.96875,Respeck,Ascending stairs,-1,s1862623,,96
97,1695813604824,0.62597656,0.06414795,-0.14678955,-7.078125,-10.09375,0.65625,Respeck,Ascending stairs,-1,s1862623,,97
98,1695813604862,0.7297363,0.10687256,-0.1375122,3.265625,1.265625,-1.109375,Respeck,Ascending stairs,-1,s1862623,,98
99,1695813604899,0.91186523,0.011413574,-0.15264893,0.484375,1.5,-9.46875,Respeck,Ascending stairs,-1,s1862623,,99
100,1695813604948,0.92041016,-0.074279785,-0.16998291,4.34375,5.65625,-5.8125,Respeck,Ascending stairs,-1,s1862623,,100
101,1695813604986,0.9604492,-0.066223145,-0.18878174,5.09375,15.3125,-4.546875,Respeck,Ascending stairs,-1,s1862623,,101
102,1695813605023,1.418457,-0.027404785,-0.25421143,2.15625,15.40625,-8.671875,Respeck,Ascending stairs,-1,s1862623,,102
103,1695813605060,1.5344238,0.027282715,-0.2949829,7.609375,-12.296875,11.59375,Respeck,Ascending stairs,-1,s1862623,,103
104,1695813605099,1.2658691,0.0211792,-0.6099243,13.765625,-13.34375,17.125,Respeck,Ascending stairs,-1,s1862623,,104
105,1695813605143,0.9370117,0.5297241,-0.30621338,6.625,-9.046875,14.90625,Respeck,Ascending stairs,-1,s1862623,,105
