,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1695727024465,-0.9914551,-0.09991455,-0.25250244,-0.640625,3.09375,-0.484375
1,1695727024503,-0.98291016,-0.0960083,-0.24835205,0.984375,1.59375,-0.890625
2,1695727024545,-1.001709,-0.093322754,-0.2539673,-0.828125,1.453125,0.3125
3,1695727024583,-0.97094727,-0.09869385,-0.24786377,2.625,-0.46875,-0.125
4,1695727024624,-0.9916992,-0.089416504,-0.27008057,0.71875,-1.34375,0.15625
5,1695727024664,-0.9848633,-0.09185791,-0.26202393,-0.03125,-0.875,0.5625
6,1695727024703,-0.9760742,-0.08648682,-0.24859619,0.625,-0.03125,-0.484375
7,1695727024744,-0.9938965,-0.09893799,-0.2852173,0.4375,-0.6875,0.328125
8,1695727024784,-0.96850586,-0.09649658,-0.2637329,1.53125,0.453125,-0.484375
9,1695727024823,-0.9814453,-0.09259033,-0.26983643,1.359375,-0.03125,-0.109375
10,1695727024864,-0.98217773,-0.08795166,-0.27716064,-0.15625,0.34375,0.46875
11,1695727024925,-0.9782715,-0.09259033,-0.2642212,0.0625,0.5625,0.078125
12,1695727024944,-0.9831543,-0.08673096,-0.27130127,0.484375,0.453125,-0.015625
13,1695727024964,-0.97143555,-0.08673096,-0.2727661,-0.625,0.34375,0.046875
14,1695727025006,-0.97924805,-0.09161377,-0.2732544,-0.734375,0.0,0.546875
15,1695727025044,-0.986084,-0.08648682,-0.2720337,0.5,0.171875,-0.28125
16,1695727025083,-0.98999023,-0.086242676,-0.2695923,-0.75,-0.140625,0.421875
17,1695727025124,-0.9699707,-0.09649658,-0.2769165,-0.90625,-0.671875,0.34375
18,1695727025163,-0.9729004,-0.09210205,-0.26812744,0.46875,0.125,-0.171875
19,1695727025204,-0.97753906,-0.08892822,-0.27545166,-0.921875,-0.5,0.484375
20,1695727025245,-0.9782715,-0.09185791,-0.2781372,-1.734375,-0.0625,0.71875
21,1695727025285,-0.9785156,-0.090148926,-0.2769165,-0.375,0.515625,0.109375
22,1695727025325,-0.97216797,-0.09088135,-0.28546143,-0.234375,0.875,0.125
23,1695727025366,-0.9790039,-0.094055176,-0.2883911,-0.75,1.234375,0.265625
24,1695727025425,-0.9838867,-0.08868408,-0.27642822,-0.5625,1.28125,0.1875
25,1695727025448,-0.97387695,-0.09674072,-0.27349854,-0.171875,1.203125,-0.09375
26,1695727025486,-0.98291016,-0.08477783,-0.2859497,-0.4375,1.390625,-0.03125
27,1695727025527,-0.9748535,-0.093322754,-0.28546143,-0.421875,1.09375,-0.140625
28,1695727025565,-0.9765625,-0.08673096,-0.26763916,-1.125,2.09375,-0.015625
29,1695727025605,-0.9724121,-0.097229004,-0.28033447,-0.171875,0.734375,0.359375
30,1695727025645,-0.9812012,-0.09136963,-0.2810669,0.515625,0.828125,-0.1875
31,1695727025686,-0.9724121,-0.09161377,-0.27911377,0.09375,1.359375,-0.234375
32,1695727025727,-0.9824219,-0.09088135,-0.28204346,-0.984375,1.6875,0.25
33,1695727025767,-0.9782715,-0.09307861,-0.27886963,-0.921875,0.96875,0.203125
34,1695727025806,-0.97509766,-0.0881958,-0.2744751,-1.0,1.09375,-0.140625
35,1695727025846,-0.9733887,-0.097229004,-0.2786255,0.03125,1.171875,-0.015625
36,1695727025885,-0.98168945,-0.094055176,-0.27496338,-1.53125,1.125,0.015625
37,1695727025925,-0.9753418,-0.09429932,-0.27618408,-0.3125,1.453125,-0.46875
38,1695727025965,-0.98339844,-0.0947876,-0.27227783,-0.09375,1.515625,-0.109375
39,1695727026006,-0.9760742,-0.09088135,-0.27911377,0.015625,1.03125,-0.140625
40,1695727026045,-0.9790039,-0.08673096,-0.27178955,-0.515625,1.453125,-0.078125
41,1695727026085,-0.98095703,-0.09136963,-0.27301025,-1.5625,0.671875,0.328125
42,1695727026127,-0.9777832,-0.09576416,-0.27520752,-1.703125,0.328125,0.09375
43,1695727026166,-0.9873047,-0.101135254,-0.27252197,-1.390625,1.484375,0.125
44,1695727026205,-0.9719238,-0.09136963,-0.2727661,0.125,2.328125,-0.109375
45,1695727026246,-0.97998047,-0.08502197,-0.27667236,-1.046875,2.078125,0.171875
46,1695727026285,-0.98168945,-0.09552002,-0.2727661,-0.703125,1.984375,-0.1875
47,1695727026304,-0.98999023,-0.09429932,-0.26568604,0.3125,2.359375,-0.09375
48,1695727026344,-0.9765625,-0.09234619,-0.2732544,-0.21875,1.859375,-0.109375
49,1695727026384,-0.9746094,-0.085998535,-0.26275635,-0.4375,2.078125,0.171875
50,1695727026424,-0.9914551,-0.085998535,-0.27838135,-2.203125,2.0625,-0.078125
51,1695727026464,-0.97753906,-0.09454346,-0.25909424,-0.15625,2.9375,0.5
52,1695727026516,-0.9824219,-0.09283447,-0.26348877,0.71875,2.25,-0.671875
53,1695727026544,-0.9897461,-0.09210205,-0.26593018,-0.390625,2.0625,0.140625
54,1695727026584,-0.98706055,-0.08258057,-0.2625122,-0.125,2.203125,0.375
55,1695727026624,-0.9807129,-0.09698486,-0.25177002,-0.6875,1.859375,-0.1875
56,1695727026663,-0.98828125,-0.09503174,-0.25787354,-1.390625,1.796875,0.15625
57,1695727026705,-0.98217773,-0.09063721,-0.25982666,-0.078125,1.359375,-0.015625
