,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1695731789675,-0.5793457,0.116882324,0.94085693,-4.328125,5.171875,1.875
1,1695731789708,-0.5588379,0.09173584,0.9611206,1.734375,6.0625,0.546875
2,1695731789746,-0.5180664,0.10809326,0.9660034,3.375,4.953125,0.875
3,1695731789783,-0.5058594,0.10369873,0.9755249,3.796875,5.0,-0.359375
4,1695731789821,-0.5251465,0.0993042,0.9784546,7.09375,4.390625,-0.40625
5,1695731789870,-0.52734375,0.08856201,0.98602295,6.671875,4.875,0.875
6,1695731789908,-0.5209961,0.08538818,0.97821045,4.1875,3.171875,0.359375
7,1695731789948,-0.5197754,0.090026855,0.9672241,2.015625,0.8125,-0.234375
8,1695731789983,-0.5107422,0.07977295,0.97576904,3.625,3.484375,-0.28125
9,1695731790033,-0.5124512,0.070251465,0.98114014,1.4375,3.140625,0.578125
10,1695731790058,-0.5061035,0.06903076,0.9801636,0.59375,0.53125,0.4375
11,1695731790108,-0.51416016,0.070007324,0.9772339,1.71875,0.890625,-0.140625
12,1695731790147,-0.51171875,0.066345215,0.9796753,2.015625,2.96875,-0.125
13,1695731790184,-0.4975586,0.06756592,0.9767456,4.546875,5.171875,-0.21875
14,1695731790222,-0.5,0.059265137,0.99798584,17.15625,9.359375,-0.84375
15,1695731790259,-0.46533203,0.007751465,0.94573975,17.796875,12.734375,2.8125
16,1695731790296,-0.48657227,0.0028686523,1.0297241,-2.8125,-10.296875,0.8125
17,1695731790335,-0.5366211,0.026794434,1.0429077,-23.453125,-19.171875,2.484375
18,1695731790383,-0.56811523,0.06439209,0.8961792,-29.90625,-27.0,-3.609375
19,1695731790421,-0.46240234,0.12884521,0.94281006,-12.140625,15.296875,-6.75
20,1695731790459,-0.5202637,0.16693115,0.95111084,4.34375,17.265625,2.53125
21,1695731790497,-0.5437012,0.07196045,0.96551514,4.625,-11.5,3.21875
22,1695731790538,-0.5168457,0.019714355,1.046814,26.125,30.265625,-4.21875
23,1695731790571,-0.5031738,0.019958496,0.91815186,30.890625,44.296875,9.453125
24,1695731790610,-0.3659668,0.007019043,1.1500854,16.578125,7.890625,1.53125
25,1695731790660,-0.48242188,-0.025939941,1.0180054,-18.78125,-23.5,0.15625
26,1695731790702,-0.48950195,0.020935059,0.94085693,-23.203125,-10.375,-2.203125
27,1695731790750,-0.4013672,0.11932373,0.9906616,-13.796875,6.40625,-4.390625
28,1695731790773,-0.42578125,0.16033936,1.0128784,-2.796875,7.078125,-1.78125
29,1695731790809,-0.46289062,0.06829834,1.0419312,-10.984375,-12.453125,3.21875
30,1695731790851,-0.54663086,0.0060424805,0.94207764,-21.234375,-15.015625,-1.6875
