# Sensor type: Respeck
# Activity type: Lying down back
# Activity subtype: Hyperventilating
# Subject id: s1862623
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1695730968096,-0.57177734,0.09539795,0.9579468,-23.71875,-8.015625,-6.046875
1695730968138,-0.5493164,0.113220215,0.95233154,-4.78125,6.421875,-1.28125
1695730968216,-0.5625,0.054626465,0.9701538,1.90625,2.8125,0.4375
1695730968219,-0.58374023,0.046325684,0.9520874,0.8125,-1.734375,0.6875
1695730968260,-0.54248047,0.08856201,0.98114014,10.328125,6.421875,-0.40625
1695730968290,-0.55371094,0.08880615,0.9845581,19.046875,13.75,2.078125
1695730968333,-0.5739746,0.038757324,0.9918823,21.109375,15.921875,3.09375
1695730968381,-0.51586914,0.019226074,0.9606323,18.359375,14.671875,1.0625
1695730968408,-0.47314453,-0.0056762695,1.0062866,19.390625,14.71875,-0.484375
1695730968455,-0.4453125,-0.041809082,0.9940796,11.78125,9.625,-0.25
1695730968500,-0.4411621,-0.07232666,0.98236084,9.1875,6.265625,0.34375
1695730968529,-0.41748047,-0.06378174,1.0153198,2.234375,-0.5,0.171875
1695730968574,-0.4333496,-0.050842285,1.0094604,-9.34375,-6.3125,1.859375
1695730968604,-0.45336914,-0.019592285,0.94281006,-29.921875,-24.1875,1.21875
1695730968653,-0.50683594,0.025817871,1.0092163,-31.484375,-25.0625,-3.28125
1695730968693,-0.578125,0.050231934,0.9904175,-21.46875,-11.5,-4.078125
1695730968739,-0.56396484,0.07366943,0.9310913,-4.8125,4.875,-0.0625
1695730968769,-0.5378418,0.03289795,0.965271,-1.859375,4.421875,-0.34375
1695730968813,-0.56933594,0.039978027,0.9850464,1.875,0.828125,-1.6875
1695730968844,-0.55859375,0.062194824,0.9738159,7.359375,5.0625,0.421875
1695730968889,-0.54589844,0.054870605,0.99871826,20.28125,16.171875,1.328125
1695730968919,-0.54589844,0.022155762,1.0170288,31.859375,23.421875,1.9375
1695730968964,-0.51464844,-0.043762207,1.0182495,35.296875,25.46875,2.90625
1695730969010,-0.40820312,-0.07159424,0.9423218,14.1875,9.0625,1.59375
1695730969042,-0.42236328,-0.070617676,1.0350952,4.671875,2.53125,-0.375
1695730969085,-0.42919922,-0.07183838,1.0184937,2.171875,2.734375,-0.515625
1695730969133,-0.39990234,-0.059387207,1.0004272,-2.609375,-0.1875,0.640625
1695730969160,-0.40307617,-0.08721924,1.0072632,-15.671875,-12.25,2.125
1695730969206,-0.44970703,-0.049865723,0.9567261,-38.1875,-29.078125,1.046875
1695730969234,-0.5217285,0.029724121,1.0119019,-34.890625,-26.4375,-3.96875
1695730969281,-0.5588379,0.04486084,0.9840698,-13.921875,-5.21875,-4.46875
1695730969325,-0.5498047,0.03656006,0.9291382,-1.109375,8.328125,0.296875
1695730969357,-0.53149414,0.008483887,0.98187256,4.75,5.78125,1.015625
1695730969401,-0.5427246,0.026794434,0.97210693,5.953125,2.203125,0.28125
1695730969445,-0.5402832,0.050476074,0.98895264,12.875,6.90625,1.40625
1695730969479,-0.52001953,0.028259277,0.994812,15.875,12.125,1.421875
1695730969520,-0.5319824,-0.010559082,1.052185,20.78125,15.265625,0.25
1695730969551,-0.5144043,-0.043518066,0.97698975,8.859375,8.15625,0.78125
1695730969611,-0.46704102,-0.07989502,0.98358154,-0.65625,-2.59375,0.546875
1695730969639,-0.48266602,-0.030822754,0.9750366,-1.671875,0.0625,1.65625
1695730969670,-0.48901367,-0.009338379,1.012146,0.5625,4.09375,2.921875
1695730969715,-0.45166016,-0.06549072,1.0150757,1.078125,3.8125,1.765625
1695730969760,-0.3864746,-0.037902832,0.9891968,-0.375,0.421875,-0.46875
1695730969790,-0.42358398,-0.023010254,0.9813843,-9.671875,-5.796875,-0.109375
1695730969849,-0.45996094,-0.01763916,1.0033569,-20.078125,-14.984375,-0.4375
1695730969867,-0.5151367,0.01776123,1.0026245,-25.9375,-19.640625,-3.640625
1695730969910,-0.55444336,0.008239746,0.9935913,-11.78125,-5.5625,-4.796875
1695730969956,-0.55126953,0.039489746,0.9328003,-1.515625,9.125,0.03125
1695730969984,-0.5131836,0.029724121,0.9743042,9.109375,12.453125,0.625
1695730970030,-0.5275879,0.007751465,0.99334717,12.0,7.0,0.25
1695730970076,-0.5366211,0.008483887,1.0036011,15.390625,7.859375,0.75
1695730970106,-0.52612305,-0.004699707,1.0189819,15.390625,12.53125,0.734375
1695730970152,-0.51831055,-0.030090332,1.0211792,12.546875,11.953125,1.078125
1695730970179,-0.46850586,-0.031311035,0.9953003,7.40625,8.734375,0.0
1695730970226,-0.43530273,-0.051086426,1.0101929,1.4375,2.46875,0.53125
1695730970272,-0.4416504,-0.0791626,1.0133667,-3.671875,-7.828125,-0.015625
1695730970299,-0.46020508,-0.04864502,0.9940796,-5.375,-5.234375,-0.90625
1695730970348,-0.43579102,-0.038879395,1.0114136,-3.0,0.46875,1.421875
1695730970392,-0.44482422,-0.019348145,0.9755249,-0.53125,-0.484375,1.234375
1695730970420,-0.45385742,-0.038146973,1.0031128,-5.546875,-3.53125,0.65625
1695730970466,-0.46020508,0.0016479492,0.9713745,-22.03125,-13.546875,-1.09375
1695730970495,-0.5163574,0.025817871,1.0136108,-15.296875,-11.375,-3.140625
1695730970541,-0.5283203,-0.017150879,1.0001831,-8.46875,-1.4375,-3.3125
1695730970587,-0.53564453,0.039489746,0.9562378,-7.015625,4.078125,-2.234375
1695730970616,-0.5058594,0.0119018555,0.9838257,0.71875,5.78125,-1.015625
