,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1695731979522,0.2331543,-0.11138916,-1.0967407,-2.875,-15.53125,0.234375
1,1695731979559,0.19042969,-0.012023926,-1.0271606,-19.921875,-77.09375,4.40625
2,1695731979596,0.3112793,-0.04058838,-0.69195557,9.171875,-3.734375,7.234375
3,1695731979634,0.22949219,-0.11968994,-0.7402954,9.09375,33.703125,5.546875
4,1695731979671,0.40112305,-0.16656494,-0.769104,-6.96875,8.546875,5.609375
5,1695731979709,0.62402344,-0.1663208,-0.75787354,-1.4375,1.390625,2.265625
6,1695731979759,0.29589844,-0.04937744,-0.9612427,0.703125,32.609375,2.078125
7,1695731979797,0.23901367,-0.15484619,-0.8880005,21.328125,37.078125,-9.8125
8,1695731979833,0.18701172,-0.043762207,-0.9885864,2.515625,22.53125,3.703125
9,1695731979872,0.18481445,-0.06866455,-1.0044556,-0.1875,0.25,0.8125
10,1695731979909,0.21704102,-0.07550049,-0.86920166,1.125,-0.9375,2.484375
11,1695731979947,0.20336914,-0.070373535,-0.92633057,7.453125,16.984375,3.625
12,1695731979984,0.20166016,-0.055725098,-0.95513916,4.34375,1.953125,2.03125
13,1695731980034,0.2043457,-0.039123535,-1.0171509,-7.078125,-12.703125,2.265625
14,1695731980072,0.22827148,-0.069885254,-0.87628174,-14.390625,-39.671875,-1.90625
15,1695731980110,0.31640625,-0.09918213,-0.7456665,5.34375,4.46875,0.46875
16,1695731980146,0.23535156,-0.06939697,-0.90997314,11.953125,37.90625,2.796875
17,1695731980184,0.17993164,-0.04840088,-1.0613403,0.828125,19.015625,2.390625
18,1695731980221,0.20898438,-0.046447754,-0.92388916,-6.421875,-12.296875,-2.0
19,1695731980259,0.22265625,-0.081604004,-0.7974243,4.15625,7.65625,-2.609375
20,1695731980309,0.19628906,-0.074035645,-0.7781372,13.375,56.3125,3.90625
21,1695731980349,0.028564453,0.08709717,-2.0,-0.25,71.828125,5.46875
22,1695731980385,0.055419922,-0.05255127,-0.9480591,-3.28125,0.03125,-1.34375
23,1695731980423,0.024902344,-0.041809082,-0.94366455,-3.484375,-4.703125,2.234375
24,1695731980460,0.0637207,-0.04425049,-0.944397,-0.5625,1.40625,0.15625
25,1695731980498,0.064941406,-0.050842285,-0.94610596,0.046875,2.328125,0.28125
26,1695731980548,0.06713867,-0.046447754,-0.9434204,0.828125,3.96875,-0.53125
27,1695731980584,0.0546875,-0.046203613,-0.95928955,0.609375,2.3125,0.09375
28,1695731980622,0.057128906,-0.045715332,-0.9500122,-0.515625,0.9375,0.015625
29,1695731980673,0.060791016,-0.04937744,-0.95758057,-1.953125,-1.140625,0.03125
30,1695731980700,0.040527344,-0.09674072,-1.0115356,-5.46875,-26.4375,-1.890625
31,1695731980735,0.18188477,-0.03668213,-0.8945923,-43.59375,-85.40625,-2.21875
32,1695731980773,0.2626953,-0.11407471,-0.58258057,1.75,-29.0,-13.59375
33,1695731980822,0.18554688,-0.12237549,-0.61016846,41.765625,70.0,-3.375
34,1695731980860,0.15527344,-0.08111572,-0.7998657,-0.15625,5.4375,3.109375
35,1695731980897,0.08984375,-0.062072754,-0.94537354,0.125,1.3125,0.03125
36,1695731980935,0.09375,-0.062072754,-0.94317627,-0.390625,-0.28125,0.140625
37,1695731980972,0.09399414,-0.059631348,-0.9336548,0.21875,-0.453125,0.609375
38,1695731981010,0.099121094,-0.06451416,-0.94122314,-0.546875,1.25,1.203125
39,1695731981060,0.09716797,-0.07110596,-0.940979,0.765625,1.421875,0.046875
40,1695731981098,0.08569336,-0.058410645,-0.9702759,-0.359375,-1.375,0.171875
41,1695731981135,0.033203125,-0.046936035,-1.109436,1.046875,-24.40625,7.46875
42,1695731981173,0.24633789,-0.009094238,-0.8555298,-11.75,-63.796875,1.890625
43,1695731981211,0.24902344,-0.12261963,-0.7732544,-6.546875,-9.84375,-2.765625
44,1695731981247,0.22216797,-0.08477783,-0.79034424,16.765625,43.0625,3.53125
45,1695731981285,0.12817383,-0.007385254,-1.0440063,-1.546875,46.765625,0.734375
46,1695731981336,0.088134766,-0.0713501,-0.9829712,-2.4375,9.421875,-3.3125
47,1695731981372,0.09106445,-0.06695557,-0.94317627,-1.234375,2.828125,-0.9375
48,1695731981410,0.107421875,-0.06866455,-0.9241333,-1.109375,9.609375,-0.21875
49,1695731981449,-0.020507812,-0.054748535,-0.9834595,-1.296875,4.109375,1.234375
50,1695731981485,0.08618164,-0.06573486,-0.9495239,-1.3125,-0.359375,0.71875
51,1695731981522,0.095458984,-0.06451416,-0.9324341,-2.0,-0.734375,0.34375
52,1695731981580,0.08666992,-0.06085205,-0.93048096,1.515625,3.390625,0.171875
53,1695731981609,0.08618164,-0.06109619,-0.9517212,-1.390625,1.46875,0.546875
54,1695731981646,0.09033203,-0.06573486,-0.9475708,-1.34375,-0.8125,0.125
55,1695731981685,0.09448242,-0.070617676,-0.9336548,-0.578125,0.109375,-0.53125
56,1695731981722,0.09448242,-0.066467285,-0.9390259,1.765625,2.953125,0.25
57,1695731981759,0.088134766,-0.06427002,-0.9522095,0.5,1.828125,0.390625
58,1695731981797,0.08569336,-0.0635376,-0.9578247,-0.640625,0.421875,0.203125
59,1695731981887,0.08276367,-0.06304932,-0.9351196,-0.234375,0.953125,0.15625
60,1695731981889,0.088134766,-0.065979004,-0.93756104,0.59375,2.25,0.484375
61,1695731981935,0.083984375,-0.0647583,-0.93048096,0.796875,4.828125,0.625
62,1695731981960,0.08325195,-0.055480957,-0.942688,3.953125,6.890625,-0.265625
63,1695731981997,0.06665039,-0.05255127,-0.95391846,0.484375,3.375,0.453125
64,1695731982035,0.064941406,-0.055480957,-0.93585205,2.140625,5.0625,0.265625
65,1695731982073,0.053222656,-0.04815674,-0.972229,1.359375,4.578125,0.265625
66,1695731982122,0.059570312,-0.04449463,-0.9512329,-0.609375,0.421875,0.234375
