# Sensor type: Respeck
# Activity type: Standing
# Activity subtype: Laughing
# Subject id: s1862623
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1695730271570,-0.39672852,-0.8753052,0.4743042,2.28125,-0.1875,0.21875
1695730271598,-0.37768555,-0.86920166,0.42840576,0.71875,-2.640625,1.1875
1695730271642,-0.36157227,-0.8677368,0.4569702,-0.78125,-1.71875,-1.640625
1695730271672,-0.41357422,-0.89727783,0.45794678,0.859375,2.515625,-0.09375
1695730271718,-0.3869629,-0.8562622,0.45013428,1.9375,2.625,1.34375
1695730271762,-0.39160156,-0.8706665,0.434021,2.734375,-1.390625,2.015625
1695730271792,-0.39257812,-0.847229,0.45819092,6.28125,-1.359375,2.09375
1695730271837,-0.40356445,-0.862854,0.38372803,21.03125,-20.78125,10.5
1695730271898,-0.37231445,-0.94073486,0.434021,7.515625,22.1875,6.984375
1695730271912,-0.51464844,-0.7888794,0.32073975,-32.078125,-9.359375,9.5
1695730271959,-0.1887207,-1.0708618,0.41351318,11.53125,35.4375,-16.390625
1695730271988,-0.30322266,-0.9307251,0.5507202,14.65625,9.390625,-5.59375
1695730272033,-0.48461914,-0.9036255,0.30926514,2.34375,16.625,-0.640625
1695730272079,-0.31567383,-0.8123169,0.34710693,-0.6875,-4.234375,6.625
1695730272111,-0.24584961,-0.894104,0.42108154,-1.890625,-4.234375,4.9375
1695730272154,-0.28710938,-0.99884033,0.43377686,11.0625,-10.453125,1.765625
1695730272213,-0.2866211,-0.8442993,0.19256592,14.59375,-17.34375,7.71875
1695730272228,-0.28442383,-0.9624634,0.41400146,30.78125,-36.15625,19.203125
1695730272273,-0.2631836,-0.9026489,0.3883667,4.234375,-43.890625,25.328125
1695730272318,-0.24609375,-1.0806274,0.10760498,8.234375,-25.71875,20.671875
1695730272347,-0.28515625,-1.0266724,0.3600464,41.03125,-18.15625,16.703125
1695730272393,-0.14160156,-0.7798462,0.45159912,9.46875,-50.546875,31.171875
1695730272425,-0.42016602,-0.89434814,0.08734131,-30.03125,-22.234375,22.171875
1695730272469,-0.28759766,-1.067688,0.2699585,22.90625,11.640625,13.25
1695730272514,-0.28759766,-1.1773071,0.35516357,21.96875,-4.515625,6.359375
1695730272544,-0.1940918,-0.96759033,0.18475342,-30.46875,-30.46875,1.703125
1695730272605,-0.2775879,-0.8284302,0.30462646,-25.25,3.78125,0.171875
1695730272665,-0.23291016,-0.927063,0.28753662,-7.1875,-3.1875,3.9375
1695730272679,-0.111816406,-1.1853638,0.3024292,26.65625,3.78125,-0.78125
1695730272708,-0.3425293,-1.0342407,0.30633545,-11.828125,-16.3125,-13.71875
1695730272739,-0.2993164,-0.79815674,0.18157959,-33.078125,-20.265625,-10.421875
1695730272785,-0.23046875,-0.9343872,0.27923584,-19.46875,11.890625,-2.953125
1695730272828,-0.1550293,-0.9536743,0.3463745,13.234375,4.53125,-2.484375
1695730272858,-0.07080078,-1.0618286,0.22503662,10.109375,-0.203125,-6.453125
1695730272905,-0.4099121,-0.93536377,0.31878662,3.609375,-14.875,-6.625
1695730272949,-0.47924805,-0.87091064,0.1317749,-11.25,1.96875,-1.203125
1695730272979,-0.1262207,-1.038147,0.33416748,12.375,25.71875,13.046875
1695730273026,-0.21069336,-1.0151978,0.4335327,-3.25,-4.890625,-13.546875
1695730273053,-0.24072266,-0.8064575,0.16668701,-1.25,-0.296875,-8.359375
1695730273099,-0.2836914,-0.97076416,0.31048584,6.8125,0.09375,-6.109375
1695730273144,-0.21557617,-1.0134888,0.2645874,2.4375,2.265625,-11.375
1695730273174,-0.32250977,-0.9180298,0.32855225,11.9375,-4.296875,-9.09375
1695730273219,-0.43408203,-0.94781494,0.24285889,-9.453125,3.703125,-2.75
1695730273264,-0.40014648,-0.9949341,0.33563232,6.640625,21.546875,-1.09375
1695730273293,-0.31323242,-0.90216064,0.3312378,-13.5625,14.34375,0.53125
1695730273339,-0.31811523,-0.9404907,0.33270264,-8.0,14.21875,1.890625
1695730273369,-0.33666992,-1.0505981,0.31170654,-7.921875,19.546875,-7.21875
1695730273414,-0.2524414,-0.880188,0.40667725,22.203125,4.171875,-9.625
1695730273459,-0.42651367,-0.8772583,0.30145264,-35.4375,-4.953125,-16.765625
1695730273489,-0.3540039,-0.91485596,0.3944702,-10.328125,10.453125,-4.515625
1695730273537,-0.3137207,-0.895813,0.35076904,-21.734375,9.453125,-11.96875
1695730273579,-0.35253906,-0.94732666,0.3937378,-4.734375,12.9375,-8.65625
1695730273610,-0.26538086,-0.92974854,0.3480835,-7.015625,21.40625,-10.34375
1695730273654,-0.29052734,-0.8562622,0.41351318,-2.71875,5.390625,-6.96875
1695730273683,-0.44604492,-0.86602783,0.32806396,-32.953125,5.0,-8.34375
1695730273728,-0.32299805,-0.8862915,0.45404053,13.40625,6.515625,3.0625
1695730273773,-0.26953125,-0.99346924,0.37615967,-5.984375,12.59375,-4.875
1695730273803,-0.27246094,-0.91534424,0.42059326,7.71875,-6.265625,-2.65625
1695730273849,-0.28149414,-0.86260986,0.3480835,-1.234375,-1.046875,3.828125
1695730273895,-0.2783203,-0.90826416,0.41937256,5.375,-6.796875,3.625
1695730273927,-0.37719727,-0.92022705,0.34661865,19.46875,-3.234375,6.515625
1695730273969,-0.3017578,-0.90411377,0.4376831,41.609375,14.453125,1.625
1695730274002,-0.34887695,-0.94537354,0.4220581,49.78125,-12.3125,9.359375
1695730274045,-0.30981445,-0.8154907,0.22747803,23.640625,-32.875,-1.21875
1695730274094,-0.5476074,-1.0215454,0.12225342,17.71875,-34.203125,11.203125
1695730274119,-0.35888672,-1.0427856,0.18060303,29.234375,-8.09375,17.71875
1695730274163,-0.13061523,-1.1279907,0.42889404,-2.34375,34.828125,15.09375
1695730274210,-0.3076172,-0.65997314,0.30706787,-52.6875,-16.984375,9.4375
1695730274255,-0.41601562,-0.9829712,0.2526245,-27.09375,4.484375,19.015625
1695730274288,-0.24365234,-1.1443481,0.20184326,17.703125,9.8125,0.96875
1695730274315,-0.39941406,-0.8081665,0.3444214,4.1875,-7.125,-24.15625
1695730274359,-0.27905273,-0.98883057,0.27337646,13.515625,-24.296875,-12.46875
