,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1695726843286,-0.33276367,-0.9573364,0.16986084,-0.90625,1.140625,0.125
1,1695726843343,-0.3256836,-0.9636841,0.16937256,1.046875,-0.015625,0.40625
2,1695726843404,-0.3293457,-0.95513916,0.16351318,-0.65625,0.5625,0.234375
3,1695726843405,-0.34375,-0.96099854,0.17791748,-0.34375,0.875,0.671875
4,1695726843423,-0.3239746,-0.9668579,0.17181396,-0.078125,-0.03125,-0.015625
5,1695726843463,-0.3330078,-0.958313,0.15618896,-0.140625,0.59375,0.125
6,1695726843503,-0.3251953,-0.96173096,0.16693115,-0.296875,0.390625,0.078125
7,1695726843543,-0.3330078,-0.95880127,0.168396,0.359375,-0.125,0.03125
8,1695726843583,-0.33911133,-0.9561157,0.16571045,-0.15625,1.3125,0.40625
9,1695726843623,-0.33325195,-0.9602661,0.15863037,0.171875,0.703125,0.140625
10,1695726843663,-0.3305664,-0.9541626,0.16229248,0.234375,-0.265625,-0.015625
11,1695726843703,-0.34155273,-0.9619751,0.168396,-0.375,0.75,0.21875
12,1695726843764,-0.33129883,-0.9678345,0.15740967,0.828125,0.171875,0.15625
13,1695726843783,-0.328125,-0.96295166,0.15838623,0.09375,-0.5,0.578125
14,1695726843823,-0.3371582,-0.96099854,0.15423584,0.046875,-0.4375,0.21875
15,1695726843864,-0.328125,-0.9607544,0.15838623,-0.859375,1.59375,0.109375
16,1695726843903,-0.33129883,-0.96466064,0.16351318,0.765625,-0.015625,0.328125
17,1695726843943,-0.32958984,-0.96466064,0.1605835,2.328125,-0.5625,0.03125
18,1695726843983,-0.33520508,-0.960022,0.1486206,-0.59375,-0.09375,0.328125
19,1695726844024,-0.33325195,-0.960022,0.15106201,0.5625,0.515625,-0.125
20,1695726844085,-0.32373047,-0.96710205,0.16326904,1.1875,0.1875,0.71875
21,1695726844123,-0.34106445,-0.95977783,0.12884521,1.0625,-0.59375,0.390625
22,1695726844143,-0.32836914,-0.9614868,0.14813232,1.28125,0.703125,0.203125
23,1695726844184,-0.3215332,-0.96417236,0.14202881,1.21875,-0.125,0.578125
24,1695726844225,-0.33447266,-0.96539307,0.1449585,1.6875,-0.96875,0.5
25,1695726844264,-0.3293457,-0.9663696,0.13446045,-0.265625,1.03125,0.390625
26,1695726844305,-0.32861328,-0.9627075,0.14520264,1.25,0.046875,0.46875
27,1695726844344,-0.33032227,-0.9627075,0.13128662,1.625,-1.34375,0.484375
28,1695726844384,-0.33496094,-0.96588135,0.12957764,0.96875,0.046875,0.859375
29,1695726844425,-0.32910156,-0.9614868,0.12200928,1.328125,-1.09375,0.859375
30,1695726844464,-0.32470703,-0.97320557,0.124694824,0.625,-0.390625,0.359375
31,1695726844505,-0.32421875,-0.9668579,0.11956787,-0.375,2.0,0.390625
32,1695726844544,-0.32836914,-0.9536743,0.11956787,-0.171875,0.109375,0.125
