# Sensor type: Respeck
# Activity type: Running
# Activity subtype: Normal
# Subject id: s1862623
# Notes: 
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1695814147239,1.4438477,0.84710693,-0.520813,49.1875,78.0625,37.15625
1695814147278,1.999939,-0.46905518,-0.4541626,56.046875,77.046875,4.765625
1695814147323,1.6203613,-0.6519165,-0.5256958,-36.59375,5.609375,20.515625
1695814147361,1.7373047,-0.27545166,-0.61602783,-33.578125,9.53125,8.46875
1695814147399,1.4882812,-0.1194458,-0.33721924,-70.609375,-26.21875,14.078125
1695814147437,1.1879883,0.11859131,0.08465576,-57.890625,-30.640625,3.40625
1695814147474,0.36206055,0.054382324,-0.28692627,-62.390625,-62.78125,-11.28125
1695814147512,-0.5336914,0.3595581,-0.42608643,-9.828125,-66.5,10.9375
1695814147562,-0.62939453,0.14837646,-0.12554932,25.5625,-36.03125,18.171875
1695814147599,0.088378906,0.16668701,-0.18902588,51.859375,-23.234375,4.25
1695814147638,0.8215332,0.63323975,-0.29742432,96.859375,25.921875,2.46875
1695814147674,1.999939,-0.093811035,-0.1519165,47.0625,22.6875,51.109375
1695814147712,1.999939,-0.43780518,-0.33477783,-23.8125,-23.609375,-1.484375
1695814147762,1.2944336,-0.04058838,-0.039123535,6.25,24.734375,-56.34375
1695814147799,1.5725098,0.4274292,0.15203857,-4.578125,-16.359375,-8.46875
1695814147837,0.5004883,-0.02911377,-0.08013916,9.5625,-23.71875,2.75
1695814147875,-1.1262207,-0.65289307,-0.34429932,3.265625,-40.96875,-26.703125
1695814147912,-0.08081055,0.3078003,-0.05328369,19.8125,3.484375,-39.09375
1695814147949,0.26000977,0.13690186,0.109558105,-10.546875,9.453125,-9.859375
1695814148000,0.70214844,-0.059387207,-1.0437622,49.4375,14.640625,19.25
1695814148036,1.999939,1.3388062,-1.3452759,28.890625,111.96875,90.9375
1695814148075,1.999939,-1.0457153,-0.17755127,68.09375,0.515625,8.96875
1695814148114,1.1503906,-1.0977173,-0.8665161,-60.28125,3.984375,4.78125
1695814148152,0.94506836,0.25238037,-0.4151001,-65.921875,-12.109375,7.46875
1695814148188,1.2895508,0.7572632,0.3973999,-53.765625,-32.609375,17.546875
1695814148238,0.22363281,0.277771,-0.690979,-54.328125,-55.359375,4.828125
1695814148275,-0.39526367,-0.055236816,-0.20635986,-21.265625,-49.265625,3.0625
1695814148313,-1.0070801,0.14276123,-0.16998291,47.53125,-54.671875,16.25
1695814148351,-0.20214844,0.27142334,-0.48516846,45.765625,53.640625,19.171875
1695814148388,1.1970215,0.39520264,-0.34576416,109.65625,58.984375,-7.21875
1695814148425,1.3928223,-0.4216919,0.15496826,-40.265625,30.21875,44.546875
1695814148476,1.802002,-0.40142822,-0.51934814,28.671875,-33.4375,-30.390625
1695814148513,1.015625,0.027038574,0.18865967,38.453125,15.984375,-53.875
1695814148551,1.4421387,0.152771,0.16497803,-17.25,-26.265625,1.1875
1695814148588,0.25317383,-0.07550049,-0.26348877,2.328125,-53.078125,-12.0
1695814148626,-2.0,-0.536438,-0.47052002,-46.125,-19.03125,-18.15625
1695814148726,0.09375,0.15203857,0.016296387,33.03125,15.5,-25.90625
1695814148728,0.3713379,-0.050354004,-0.569397,16.546875,51.875,5.484375
1695814148750,1.999939,-0.97540283,-1.9356079,6.703125,53.953125,38.296875
